Orthogroup	PFEIFFER_annot	SC_annot	SIM_annot
OG0001555	lcl|BK010829.1_prot_DAC78772.1_1493	SC_03070	SC_02391
OG0001556	lcl|BK010829.1_prot_DAC78775.1_1496	SC_03076	SC_02387
OG0001557	lcl|BK010829.1_prot_DAC78776.1_1497	SC_03077	SC_02386
OG0001558	lcl|BK010829.1_prot_DAC78780.1_1501	SC_03089	SC_02376
OG0001559	lcl|BK010829.1_prot_DAC78782.1_1503	SC_03090	SC_02374
OG0001560	lcl|BK010829.1_prot_DAC78783.1_1504	SC_03091	SC_02373
OG0001561	lcl|BK010829.1_prot_DAC78784.1_1505	SC_03094	SC_02371
OG0001562	lcl|BK010829.1_prot_DAC78788.1_1509	SC_03099	SC_02360
OG0001563	lcl|BK010829.1_prot_DAC78789.1_1510	SC_03101	SC_02359
OG0001564	lcl|BK010829.1_prot_DAC78790.1_1511	SC_03104	SC_02356
OG0001565	lcl|BK010829.1_prot_DAC78792.1_1513	SC_03107	SC_02352
OG0001566	lcl|BK010829.1_prot_DAC78794.1_1515	SC_03111	SC_02348
OG0001567	lcl|BK010829.1_prot_DAC78795.1_1516	SC_03115	SC_02345
OG0001568	lcl|BK010829.1_prot_DAC78797.1_1518	SC_03121	SC_02341
OG0001569	lcl|BK010829.1_prot_DAC78798.1_1519	SC_03123	SC_02340
OG0001570	lcl|BK010829.1_prot_DAC78799.1_1520	SC_03125	SC_02337
OG0001571	lcl|BK010829.1_prot_DAC78800.1_1521	SC_03126	SC_02336
OG0001572	lcl|BK010829.1_prot_DAC78801.1_1522	SC_03127	SC_02335
OG0001573	lcl|BK010829.1_prot_DAC78802.1_1523	SC_03128	SC_02334
OG0001574	lcl|BK010829.1_prot_DAC78803.1_1524	SC_03129	SC_02333
OG0001575	lcl|BK010829.1_prot_DAC78804.1_1525	SC_03131	SC_02331
OG0001576	lcl|BK010829.1_prot_DAC78807.1_1528	SC_03139	SC_02325
OG0001577	lcl|BK010829.1_prot_DAC78809.1_1530	SC_03143	SC_02322
OG0001578	lcl|BK010829.1_prot_DAC78810.1_1531	SC_03145	SC_02321
OG0001579	lcl|BK010829.1_prot_DAC78811.1_1532	SC_03147	SC_02320
OG0001580	lcl|BK010829.1_prot_DAC78812.1_1533	SC_03149	SC_02318
OG0001581	lcl|BK010829.1_prot_DAC78814.1_1535	SC_03153	SC_02315
OG0001582	lcl|BK010829.1_prot_DAC78817.1_1538	SC_03156	SC_02309
OG0001583	lcl|BK010829.1_prot_DAC78818.1_1539	SC_03157	SC_02308
OG0001584	lcl|BK010829.1_prot_DAC78820.1_1541	SC_03160	SC_02304
OG0001585	lcl|BK010829.1_prot_DAC78823.1_1544	SC_03162	SC_02302
OG0001586	lcl|BK010829.1_prot_DAC78829.1_1550	SC_03178	SC_02292
OG0001587	lcl|BK010829.1_prot_DAC78830.1_1551	SC_03180	SC_02291
OG0001588	lcl|BK010829.1_prot_DAC78832.1_1553	SC_03183	SC_02288
OG0001589	lcl|BK010829.1_prot_DAC78837.1_1558	SC_03190	SC_02280
OG0001590	lcl|BK010829.1_prot_DAC78839.1_1560	SC_03191	SC_02279
OG0001591	lcl|BK010829.1_prot_DAC78840.1_1561	SC_03192	SC_02278
OG0001592	lcl|BK010829.1_prot_DAC78841.1_1562	SC_03194	SC_02277
OG0001593	lcl|BK010829.1_prot_DAC78842.1_1563	SC_03197	SC_02272
OG0001594	lcl|BK010829.1_prot_DAC78843.1_1564	SC_03198	SC_02271
OG0001595	lcl|BK010829.1_prot_DAC78844.1_1565	SC_03201	SC_02270
OG0001596	lcl|BK010829.1_prot_DAC78846.1_1567	SC_03204	SC_02268
OG0001597	lcl|BK010829.1_prot_DAC78847.1_1568	SC_03205	SC_02266
OG0001598	lcl|BK010829.1_prot_DAC78849.1_1570	SC_03208	SC_02264
OG0001599	lcl|BK010829.1_prot_DAC78851.1_1572	SC_03210	SC_02262
OG0001600	lcl|BK010829.1_prot_DAC78852.1_1573	SC_03211	SC_02261
OG0001601	lcl|BK010829.1_prot_DAC78854.1_1575		SC_02256, SC_02257
OG0001602	lcl|BK010829.1_prot_DAC78855.1_1576	SC_03214	SC_02255
OG0001603	lcl|BK010829.1_prot_DAC78856.1_1577	SC_03215	SC_02254
OG0001604	lcl|BK010829.1_prot_DAC78857.1_1578	SC_03218	SC_02250
OG0001605	lcl|BK010829.1_prot_DAC78859.1_1580	SC_03222	SC_02247
OG0001606	lcl|BK010829.1_prot_DAC78860.1_1581	SC_03223	SC_02246
OG0001607	lcl|BK010829.1_prot_DAC78861.1_1582	SC_03226	SC_02242
OG0001608	lcl|BK010829.1_prot_DAC78863.1_1585	SC_03228	SC_02240
OG0001609	lcl|BK010829.1_prot_DAC78864.1_1586	SC_03230	SC_02239
OG0001610	lcl|BK010829.1_prot_DAC78865.1_1587	SC_03231	SC_02238
OG0001611	lcl|BK010829.1_prot_DAC78868.1_1590	SC_03234	SC_02236
OG0001612	lcl|BK010829.1_prot_DAC78870.1_1592	SC_03238	SC_02233
OG0001613	lcl|BK010829.1_prot_DAC78875.1_1597	SC_03256	SC_02221
OG0001614	lcl|BK010829.1_prot_DAC78877.1_1599	SC_03257	SC_02220
OG0001615	lcl|BK010829.1_prot_DAC78881.1_1603	SC_03263	SC_02213
OG0001616	lcl|BK010829.1_prot_DAC78883.1_1605	SC_03264	SC_02212
OG0001617	lcl|BK010829.1_prot_DAC78885.1_1607	SC_03266	SC_02208
OG0001618	lcl|BK010829.1_prot_DAC78886.1_1608	SC_03268	SC_02206
OG0001619	lcl|BK010829.1_prot_DAC78887.1_1609	SC_03271	SC_02202
OG0001620	lcl|BK010829.1_prot_DAC78888.1_1610	SC_03277	SC_02198
OG0001621	lcl|BK010829.1_prot_DAC78891.1_1613	SC_03281	SC_02193
OG0001622	lcl|BK010829.1_prot_DAC78892.1_1614	SC_03282	SC_02192
OG0001623	lcl|BK010829.1_prot_DAC78894.1_1616	SC_03284	SC_02189
OG0001624	lcl|BK010829.1_prot_DAC78897.1_1619	SC_03287	SC_02185
OG0001625	lcl|BK010829.1_prot_DAC78898.1_1620	SC_03288	SC_02184
OG0001626	lcl|BK010829.1_prot_DAC78899.1_1621	SC_03289	SC_02183
OG0001627	lcl|BK010829.1_prot_DAC78900.1_1622	SC_03290	SC_02181
OG0001628	lcl|BK010829.1_prot_DAC78901.1_1623	SC_03291	SC_02180
OG0001629	lcl|BK010829.1_prot_DAC78903.1_1625	SC_03295	SC_02177
OG0001630	lcl|BK010829.1_prot_DAC78904.1_1626	SC_03297	SC_02176
OG0001631	lcl|BK010829.1_prot_DAC78906.1_1628	SC_03299	SC_02174
OG0001632	lcl|BK010829.1_prot_DAC78908.1_1630	SC_03303	SC_02171
OG0001633	lcl|BK010829.1_prot_DAC78912.1_1634	SC_03309	SC_02166
OG0001634	lcl|BK010829.1_prot_DAC78917.1_1639	SC_03316	SC_02155
OG0001635	lcl|BK010829.1_prot_DAC78921.1_1643	SC_03322	SC_02150
OG0001636	lcl|BK010829.1_prot_DAC78922.1_1644	SC_03326	SC_02148
OG0001637	lcl|BK010829.1_prot_DAC78926.1_1648	SC_03332	SC_02143
OG0001638	lcl|BK010829.1_prot_DAC78927.1_1649	SC_03335	SC_02140
OG0001639	lcl|BK010829.1_prot_DAC78931.1_1653	SC_03342	SC_02133
OG0001640	lcl|BK010829.1_prot_DAC78932.1_1654	SC_03343	SC_02132
OG0001641	lcl|BK010829.1_prot_DAC78933.1_1655	SC_03344	SC_02131
OG0001642	lcl|BK010829.1_prot_DAC78936.1_1658	SC_03346	SC_02129
OG0001643	lcl|BK010829.1_prot_DAC78939.1_1661	SC_03350	SC_02124
OG0001644	lcl|BK010829.1_prot_DAC78940.1_1662	SC_03351	SC_02123
OG0001645	lcl|BK010829.1_prot_DAC78944.1_1666	SC_03356	SC_02119
OG0001646	lcl|BK010829.1_prot_DAC78947.1_1669	SC_03358	SC_02117
OG0001647	lcl|BK010829.1_prot_DAC78948.1_1670	SC_03359	SC_02116
OG0001648	lcl|BK010829.1_prot_DAC78952.1_1674	SC_03366	SC_02111
OG0001649	lcl|BK010829.1_prot_DAC78953.1_1675	SC_03367	SC_02110
OG0001650	lcl|BK010829.1_prot_DAC78956.1_1678	SC_03369	SC_02107
OG0001651	lcl|BK010829.1_prot_DAC78957.1_1679	SC_03370	SC_02106
OG0001652	lcl|BK010829.1_prot_DAC78958.1_1680	SC_03374	SC_02105
OG0001653	lcl|BK010829.1_prot_DAC78959.1_1681	SC_03377	SC_02104
OG0001654	lcl|BK010829.1_prot_DAC78960.1_1682	SC_03380	SC_02103
OG0001655	lcl|BK010829.1_prot_DAC78961.1_1683	SC_03381	SC_02101
OG0001656	lcl|BK010829.1_prot_DAC78962.1_1684	SC_03383	SC_02097
OG0001657	lcl|BK010829.1_prot_DAC78963.1_1685	SC_03385	SC_02095
OG0001658	lcl|BK010829.1_prot_DAC78964.1_1686	SC_03386	SC_02094
OG0001659	lcl|BK010829.1_prot_DAC78966.1_1688	SC_03391	SC_02091
OG0001660	lcl|BK010829.1_prot_DAC78967.1_1689	SC_03394	SC_02088
OG0001661	lcl|BK010829.1_prot_DAC78969.1_1691	SC_03397	SC_02086
OG0001662	lcl|BK010829.1_prot_DAC78970.1_1692	SC_03398	SC_02085
OG0001663	lcl|BK010829.1_prot_DAC78972.1_1694	SC_03401	SC_02083
OG0001664	lcl|BK010829.1_prot_DAC78975.1_1697	SC_03403	SC_02080
OG0001665	lcl|BK010829.1_prot_DAC78978.1_1700	SC_03407	SC_02077
OG0001666	lcl|BK010829.1_prot_DAC78979.1_1701	SC_03409	SC_02076
OG0001667	lcl|BK010829.1_prot_DAC78981.1_1703	SC_03413	SC_02071
OG0001668	lcl|BK010829.1_prot_DAC78982.1_1704	SC_03414	SC_02070
OG0001669	lcl|BK010829.1_prot_DAC78984.1_1706	SC_03419	SC_02068
OG0001670	lcl|BK010829.1_prot_DAC78985.1_1707	SC_03420	SC_02066
OG0001671	lcl|BK010829.1_prot_DAC78987.1_1709	SC_03423	SC_02061
OG0001672	lcl|BK010829.1_prot_DAC78988.1_1710	SC_03427	SC_02059
OG0001673	lcl|BK010829.1_prot_DAC78989.1_1711	SC_03428	SC_02058
OG0001674	lcl|BK010829.1_prot_DAC78990.1_1712	SC_03431	SC_02056
OG0001675	lcl|BK010829.1_prot_DAC78991.1_1713	SC_03433	SC_02055
OG0001676	lcl|BK010829.1_prot_DAC78993.1_1715	SC_03437	SC_02050
OG0001677	lcl|BK010829.1_prot_DAC78996.1_1718	SC_03442	SC_02044
OG0001678	lcl|BK010829.1_prot_DAC78997.1_1719	SC_03444	SC_02042
OG0001679	lcl|BK010829.1_prot_DAC78998.1_1720	SC_03445	SC_02041
OG0001680	lcl|BK010829.1_prot_DAC78999.1_1721	SC_03446	SC_02039
OG0001681	lcl|BK010829.1_prot_DAC79000.1_1722	SC_03447	SC_02038
OG0001682	lcl|BK010829.1_prot_DAC79001.1_1723	SC_03450	SC_02036
OG0001683	lcl|BK010829.1_prot_DAC79002.1_1724	SC_03452	SC_02034
OG0001684	lcl|BK010829.1_prot_DAC79003.1_1725	SC_03454	SC_02032
OG0001685	lcl|BK010829.1_prot_DAC79006.1_1728	SC_03461	SC_02026
OG0001686	lcl|BK010829.1_prot_DAC79008.1_1730	SC_03464	SC_02025
OG0001687	lcl|BK010829.1_prot_DAC79010.1_1732	SC_03466	SC_02022
OG0001688	lcl|BK010829.1_prot_DAC79011.1_1733	SC_03468	SC_02021
OG0001689	lcl|BK010829.1_prot_DAC79013.1_1735	SC_03477	SC_02013
OG0001690	lcl|BK010829.1_prot_DAC79014.1_1736	SC_03478	SC_02011
OG0001691	lcl|BK010829.1_prot_DAC79016.1_1738	SC_03482	SC_02008
OG0001692	lcl|BK010829.1_prot_DAC79017.1_1739	SC_03484	SC_02007
OG0001693	lcl|BK010829.1_prot_DAC79019.1_1741	SC_03490	SC_02003
OG0001694	lcl|BK010829.1_prot_DAC79022.1_1744	SC_03495	SC_01998
OG0001695	lcl|BK010829.1_prot_DAC79023.1_1745	SC_03496	SC_01996
OG0001696	lcl|BK010829.1_prot_DAC79026.1_1748	SC_03502	SC_01988
OG0001697	lcl|BK010829.1_prot_DAC79028.1_1750	SC_03504	SC_01984
OG0001698	lcl|BK010829.1_prot_DAC79029.1_1751	SC_03505	SC_01983
OG0001699	lcl|BK010829.1_prot_DAC79032.1_1754	SC_03509	SC_01978
OG0001700	lcl|BK010829.1_prot_DAC79034.1_1756	SC_03510	SC_01975
OG0001701	lcl|BK010829.1_prot_DAC79036.1_1758	SC_03513	SC_01969
OG0001702	lcl|BK010829.1_prot_DAC79037.1_1759	SC_03515	SC_01968
OG0001703	lcl|BK010829.1_prot_DAC79038.1_1760	SC_03517	SC_01967
OG0001704	lcl|BK010829.1_prot_DAC79040.1_1762	SC_03521	SC_01964
OG0001705	lcl|BK010829.1_prot_DAC79042.1_1764	SC_03527	SC_01958
OG0001706	lcl|BK010829.1_prot_DAC79043.1_1765	SC_03528	SC_01957
OG0001707	lcl|BK010829.1_prot_DAC79045.1_1767	SC_03530	SC_01953
OG0001708	lcl|BK010829.1_prot_DAC79046.1_1768	SC_03531	SC_01952
OG0001709	lcl|BK010829.1_prot_DAC79047.1_1769	SC_03533	SC_01951
OG0001710	lcl|BK010829.1_prot_DAC79048.1_1770	SC_03535	SC_01950
OG0001711	lcl|BK010829.1_prot_DAC79049.1_1771	SC_03536	SC_01949
OG0001712	lcl|BK010829.1_prot_DAC79050.1_1772	SC_03539	SC_01947
OG0001713	lcl|BK010829.1_prot_DAC79053.1_1775	SC_03545	SC_01940
OG0001714	lcl|BK010829.1_prot_DAC79055.1_1777	SC_03549	SC_01936
OG0001715	lcl|BK010829.1_prot_DAC79056.1_1778	SC_03550	SC_01935
OG0001716	lcl|BK010829.1_prot_DAC79058.1_1780	SC_03555	SC_01931
OG0001717	lcl|BK010829.1_prot_1783	SC_03557	SC_01928
OG0001718	lcl|BK010829.1_prot_DAC79060.1_1784	SC_03558	SC_01927
OG0001719	lcl|BK010829.1_prot_DAC79064.1_1788	SC_03560	SC_01924
OG0001720	lcl|BK010829.1_prot_DAC79065.1_1789	SC_03561	SC_01923
OG0001721	lcl|BK010829.1_prot_DAC79066.1_1790	SC_03567	SC_01918
OG0001722	lcl|BK010829.1_prot_DAC79068.1_1792	SC_03570	SC_01915
OG0001723	lcl|BK010829.1_prot_DAC79069.1_1793	SC_03571	SC_01914
OG0001724	lcl|BK010829.1_prot_DAC79070.1_1794	SC_03574	SC_01913
OG0001725	lcl|BK010829.1_prot_DAC79072.1_1796	SC_03578	SC_01911
OG0001726	lcl|BK010829.1_prot_DAC79073.1_1797	SC_03579	SC_01910
OG0001727	lcl|BK010829.1_prot_DAC79074.1_1798	SC_03580	SC_01908
OG0001728	lcl|BK010829.1_prot_DAC79075.1_1799	SC_03585	SC_01906
OG0001729	lcl|BK010829.1_prot_DAC79076.1_1800	SC_03589	SC_01904
OG0001730	lcl|BK010829.1_prot_DAC79078.1_1802	SC_03594	SC_01897
OG0001731	lcl|BK010829.1_prot_DAC79079.1_1803	SC_03596	SC_01895
OG0001732	lcl|BK010829.1_prot_DAC79084.1_1808	SC_03606	SC_01883
OG0001733	lcl|BK010829.1_prot_DAC79085.1_1809	SC_03607	SC_01882
OG0001734	lcl|BK010829.1_prot_DAC79091.1_1815	SC_03617	SC_01871
OG0001735	lcl|BK010829.1_prot_DAC79093.1_1817	SC_03624	SC_01863
OG0001736	lcl|BK010829.1_prot_DAC79094.1_1818	SC_03626	SC_01860
OG0001737	lcl|BK010829.1_prot_DAC79096.1_1820	SC_03629	SC_01856
OG0001738	lcl|BK010829.1_prot_DAC79097.1_1821	SC_03630	SC_01854
OG0001739	lcl|BK010829.1_prot_DAC79103.1_1827	SC_03646	SC_01836
OG0001740	lcl|BK010829.1_prot_DAC79104.1_1828	SC_03648	SC_01835
OG0001741	lcl|BK010829.1_prot_DAC79105.1_1829	SC_03649	SC_01834
OG0001742	lcl|BK010829.1_prot_DAC79106.1_1830	SC_03650	SC_01833
OG0001743	lcl|BK010829.1_prot_DAC79107.1_1831	SC_03654	SC_01830
OG0001744	lcl|BK010829.1_prot_DAC79109.1_1833	SC_03657	SC_01828
OG0001745	lcl|BK010829.1_prot_DAC79110.1_1834	SC_03658	SC_01827
OG0001746	lcl|BK010829.1_prot_DAC79113.1_1837	SC_03668	SC_01817
OG0001747	lcl|BK010829.1_prot_DAC79115.1_1839	SC_03672	SC_01815
OG0001748	lcl|BK010829.1_prot_DAC79117.1_1841	SC_03675	SC_01812
OG0001749	lcl|BK010829.1_prot_DAC79118.1_1842	SC_03676	SC_01811
OG0001750	lcl|BK010829.1_prot_DAC79119.1_1843	SC_03677	SC_01809
OG0001751	lcl|BK010829.1_prot_DAC79122.1_1846	SC_03681	SC_01805
OG0001752	lcl|BK010829.1_prot_DAC79123.1_1847	SC_03683	SC_01804
OG0001753	lcl|BK010829.1_prot_DAC79126.1_1850	SC_03686	SC_01801
OG0001754	lcl|BK010829.1_prot_DAC79127.1_1851	SC_03688	SC_01800
OG0001755	lcl|BK010829.1_prot_DAC79128.1_1852	SC_03690	SC_01797
OG0001756	lcl|BK010829.1_prot_DAC79129.1_1853	SC_03691	SC_01791
OG0001757	lcl|BK010829.1_prot_DAC79134.1_1858	SC_03695	SC_01784
OG0001758	lcl|BK010829.1_prot_DAC79135.1_1859	SC_03696	SC_01782
OG0001759	lcl|BK010829.1_prot_DAC79137.1_1861	SC_03701	SC_01778
OG0001760	lcl|BK010829.1_prot_DAC79139.1_1863	SC_03709	SC_01773
OG0001761	lcl|BK010829.1_prot_DAC79140.1_1864	SC_03710	SC_01772
OG0001762	lcl|BK010829.1_prot_DAC79143.1_1867	SC_03712	SC_01771
OG0001763	lcl|BK010829.1_prot_DAC79144.1_1868	SC_03714	SC_01768
OG0001764	lcl|BK010829.1_prot_DAC79147.1_1871	SC_03716	SC_01764
OG0001765	lcl|BK010829.1_prot_DAC79148.1_1872	SC_03717	SC_01763
OG0001766	lcl|BK010829.1_prot_DAC79153.1_1877	SC_03725	SC_01754
OG0001767	lcl|BK010829.1_prot_DAC79155.1_1879	SC_03729	SC_01748
OG0001768	lcl|BK010829.1_prot_DAC79157.1_1881	SC_03732	SC_01744
OG0001769	lcl|BK010829.1_prot_DAC79159.1_1883	SC_03736	SC_01741
OG0001770	lcl|BK010829.1_prot_DAC79160.1_1884	SC_03737	SC_01739
OG0001771	lcl|BK010829.1_prot_DAC79161.1_1885	SC_03739	SC_01736
OG0001772	lcl|BK010829.1_prot_DAC79163.1_1887	SC_03741	SC_01734
OG0001773	lcl|BK010829.1_prot_DAC79166.1_1891	SC_03746	SC_01728
OG0001774	lcl|BK010829.1_prot_DAC79168.1_1893	SC_03749	SC_01724
OG0001775	lcl|BK010829.1_prot_DAC79169.1_1894	SC_03751	SC_01723
OG0001776	lcl|BK010829.1_prot_DAC79170.1_1895	SC_03752	SC_01722
OG0001777	lcl|BK010829.1_prot_DAC79174.1_1899	SC_03760	SC_01711
OG0001778	lcl|BK010829.1_prot_DAC79177.1_1902	SC_03764	SC_01709
OG0001779	lcl|BK010829.1_prot_DAC79178.1_1903	SC_03765	SC_01708
OG0001780	lcl|BK010829.1_prot_DAC79179.1_1904	SC_03766	SC_01707
OG0001781	lcl|BK010829.1_prot_DAC79180.1_1905	SC_03767	SC_01706
OG0001782	lcl|BK010829.1_prot_DAC79181.1_1906	SC_03769	SC_01705
OG0001783	lcl|BK010829.1_prot_DAC79182.1_1907	SC_03770	SC_01704
OG0001784	lcl|BK010829.1_prot_DAC79184.1_1909	SC_03775	SC_01698
OG0001785	lcl|BK010829.1_prot_DAC79186.1_1911	SC_03777	SC_01694
OG0001786	lcl|BK010829.1_prot_DAC79187.1_1912	SC_03778	SC_01693
OG0001787	lcl|BK010829.1_prot_DAC79188.1_1913	SC_03781	SC_01692
OG0001788	lcl|BK010829.1_prot_DAC79190.1_1915	SC_00002	SC_01690
OG0001789	lcl|BK010829.1_prot_DAC79191.1_1916	SC_03785	SC_01689
OG0001790	lcl|BK010829.1_prot_DAC79192.1_1917	SC_00005	SC_01688
OG0001791	lcl|BK010829.1_prot_DAC79193.1_1918	SC_03787	SC_01686
OG0001792	lcl|BK010829.1_prot_DAC79195.1_1920	SC_03791	SC_01683
OG0001793	lcl|BK010829.1_prot_DAC79200.1_1925	SC_00028	SC_01668
OG0001794	lcl|BK010829.1_prot_DAC79201.1_1926	SC_00029	SC_01667
OG0001795	lcl|BK010829.1_prot_DAC79216.1_1941	SC_00068	SC_01631
OG0001796	lcl|BK010829.1_prot_DAC79229.1_1954	SC_00093	SC_01602
OG0001797	lcl|BK010829.1_prot_DAC79231.1_1956	SC_00096	SC_01599
OG0001798	lcl|BK010829.1_prot_DAC79237.1_1962	SC_00107	SC_01588
OG0001799	lcl|BK010829.1_prot_DAC79239.1_1964	SC_00108	SC_01587
OG0001800	lcl|BK010829.1_prot_DAC79241.1_1966	SC_00112	SC_01583
OG0001801	lcl|BK010829.1_prot_DAC79243.1_1968	SC_00115	SC_01580
OG0001802	lcl|BK010829.1_prot_DAC79244.1_1969	SC_00119	SC_01577
OG0001803	lcl|BK010829.1_prot_DAC79246.1_1971	SC_00126	SC_01572
OG0001804	lcl|BK010829.1_prot_DAC79247.1_1972	SC_00128	SC_01571
OG0001805	lcl|BK010829.1_prot_DAC79248.1_1973	SC_00129	SC_01570
OG0001806	lcl|BK010829.1_prot_DAC79249.1_1974	SC_00130	SC_01569
OG0001807	lcl|BK010829.1_prot_DAC79253.1_1978	SC_00135	SC_01562
OG0001808	lcl|BK010829.1_prot_DAC79255.1_1980	SC_00137	SC_01559
OG0001809	lcl|BK010829.1_prot_DAC79256.1_1981	SC_00140	SC_01557
OG0001810	lcl|BK010829.1_prot_DAC79257.1_1982	SC_00141	SC_01556
OG0001811	lcl|BK010829.1_prot_DAC79258.1_1983	SC_00142	SC_01555
OG0001812	lcl|BK010829.1_prot_DAC79259.1_1984	SC_00143	SC_01554
OG0001813	lcl|BK010829.1_prot_DAC79260.1_1985	SC_00144	SC_01553
OG0001814	lcl|BK010829.1_prot_DAC79264.1_1989	SC_00153	SC_01543
OG0001815	lcl|BK010829.1_prot_DAC79266.1_1991	SC_00157	SC_01539
OG0001816	lcl|BK010829.1_prot_DAC79268.1_1993	SC_00164	SC_01530
OG0001817	lcl|BK010829.1_prot_DAC79269.1_1994	SC_00165	SC_01529
OG0001818	lcl|BK010829.1_prot_DAC79270.1_1995	SC_00166	SC_01527
OG0001819	lcl|BK010829.1_prot_DAC79271.1_1996	SC_00168	SC_01526
OG0001820	lcl|BK010829.1_prot_DAC79273.1_1998	SC_00171	SC_01520
OG0001821	lcl|BK010829.1_prot_DAC79274.1_1999	SC_00172	SC_01519
OG0001822	lcl|BK010829.1_prot_DAC79275.1_2000	SC_00173	SC_01518
OG0001823	lcl|BK010829.1_prot_DAC79276.1_2001	SC_00175	SC_01515
OG0001824	lcl|BK010829.1_prot_DAC79282.1_2007	SC_00184	SC_01507
OG0001825	lcl|BK010829.1_prot_DAC79283.1_2008	SC_00186	SC_01506
OG0001826	lcl|BK010829.1_prot_DAC79285.1_2010	SC_00189	SC_01504
OG0001827	lcl|BK010829.1_prot_DAC79287.1_2012	SC_00190	SC_01502
OG0001828	lcl|BK010829.1_prot_DAC79289.1_2014	SC_00194	SC_01496
OG0001829	lcl|BK010829.1_prot_DAC79293.1_2018	SC_00199	SC_01491
OG0001830	lcl|BK010829.1_prot_DAC79294.1_2019	SC_00200	SC_01490
OG0001831	lcl|BK010829.1_prot_DAC79296.1_2021	SC_00204	SC_01486
OG0001832	lcl|BK010829.1_prot_DAC79297.1_2022	SC_00205	SC_01485
OG0001833	lcl|BK010829.1_prot_DAC79304.1_2029	SC_00210	SC_01476
OG0001834	lcl|BK010829.1_prot_DAC79305.1_2030	SC_00211	SC_01475
OG0001835	lcl|BK010829.1_prot_DAC79306.1_2031	SC_00212	SC_01473
OG0001836	lcl|BK010829.1_prot_DAC79307.1_2032	SC_00213	SC_01471
OG0001837	lcl|BK010829.1_prot_DAC79308.1_2033	SC_00214	SC_01468
OG0001838	lcl|BK010829.1_prot_DAC79309.1_2034	SC_00215	SC_01467
OG0001839	lcl|BK010829.1_prot_DAC79312.1_2037	SC_00222	SC_01462
OG0001840	lcl|BK010829.1_prot_DAC79314.1_2039	SC_00225	SC_01458
OG0001841	lcl|BK010829.1_prot_DAC79316.1_2041	SC_00233	SC_01452
OG0001842	lcl|BK010829.1_prot_DAC79317.1_2042	SC_00234	SC_01451
OG0001843	lcl|BK010829.1_prot_DAC79318.1_2043	SC_00237	SC_01450
OG0001844	lcl|BK010829.1_prot_DAC79320.1_2045	SC_00239	SC_01447
OG0001845	lcl|BK010829.1_prot_DAC79321.1_2046	SC_00240	SC_01446
OG0001846	lcl|BK010829.1_prot_DAC79326.1_2051	SC_00244	SC_01442
OG0001847	lcl|BK010829.1_prot_DAC79329.1_2054	SC_00249	SC_01437
OG0001848	lcl|BK010829.1_prot_DAC79331.1_2056	SC_00253	SC_01434
OG0001849	lcl|BK010829.1_prot_DAC79334.1_2059	SC_00260	SC_01428
OG0001850	lcl|BK010829.1_prot_DAC79337.1_2062	SC_00270	SC_01417
OG0001851	lcl|BK010829.1_prot_DAC79340.1_2065	SC_00275	SC_01411
OG0001852	lcl|BK010829.1_prot_DAC79344.1_2069	SC_00281	SC_01407
OG0001853	lcl|BK010829.1_prot_DAC79347.1_2072	SC_00286	SC_01404
OG0001854	lcl|BK010829.1_prot_DAC79348.1_2073	SC_00287	SC_01403
OG0001855	lcl|BK010829.1_prot_DAC79349.1_2074	SC_00288	SC_01401
OG0001856	lcl|BK010829.1_prot_DAC79352.1_2077	SC_00294	SC_01395
OG0001857	lcl|BK010829.1_prot_DAC79355.1_2080	SC_00300	SC_01390
OG0001858	lcl|BK010829.1_prot_DAC79356.1_2081	SC_00302	SC_01387
OG0001859	lcl|BK010829.1_prot_DAC79357.1_2082	SC_00304	SC_01385
OG0001860	lcl|BK010829.1_prot_DAC79361.1_2086	SC_00311	SC_01379
OG0001861	lcl|BK010829.1_prot_DAC79366.1_2091	SC_00323	SC_01372
OG0001862	lcl|BK010829.1_prot_DAC79367.1_2092	SC_00325	SC_01369
OG0001863	lcl|BK010829.1_prot_DAC79368.1_2093	SC_00329	SC_01367
OG0001864	lcl|BK010829.1_prot_DAC79369.1_2094	SC_00330	SC_01366
OG0001865	lcl|BK010829.1_prot_DAC79372.1_2097	SC_00332	SC_01361
OG0001866	lcl|BK010829.1_prot_DAC79373.1_2098	SC_00334	SC_01359
OG0001867	lcl|BK010829.1_prot_DAC79374.1_2099	SC_00335	SC_01358
OG0001868	lcl|BK010829.1_prot_DAC79376.1_2101	SC_00341	SC_01354
OG0001869	lcl|BK010829.1_prot_DAC79377.1_2102	SC_00344	SC_01351
OG0001870	lcl|BK010829.1_prot_DAC79378.1_2103	SC_00348	SC_01348
OG0001871	lcl|BK010829.1_prot_DAC79388.1_2113	SC_00366	SC_01332
OG0001872	lcl|BK010829.1_prot_DAC79390.1_2115	SC_00368	SC_01329
OG0001873	lcl|BK010829.1_prot_DAC79392.1_2117	SC_00370	SC_01327
OG0001874	lcl|BK010829.1_prot_DAC79396.1_2121	SC_00374	SC_01323
OG0001875	lcl|BK010829.1_prot_DAC79397.1_2122	SC_00376	SC_01321
OG0001876	lcl|BK010829.1_prot_DAC79399.1_2124	SC_00378	SC_01319
OG0001877	lcl|BK010829.1_prot_DAC79400.1_2125	SC_00381	SC_01317
OG0001878	lcl|BK010829.1_prot_DAC79401.1_2126	SC_00382	SC_01316
OG0001879	lcl|BK010829.1_prot_DAC79403.1_2128	SC_00383	SC_01315
